"UserName","Name","DNSHostName","Enabled","IPv4Address","Operating System","Logon Age (days)","Password Age (days)","Dormant (> 90 days)","Password Age (> 30 days)","Delegation Type","Delegation Protocol","Delegation Services","Primary Group ID","SID","SIDHistory","Description","ms-ds-CreatorSid","Last Logon Date","Password LastSet","UserAccountControl","whenCreated","whenChanged","Distinguished Name"
"GOOWAPPS1000001$","GOOWAPPS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4239","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:15 PM","4096","8/27/2020 7:33:15 PM","8/27/2020 7:33:15 PM","CN=GOOWAPPS1000001,OU=ServiceAccounts,OU=AWS,OU=Tier 2,DC=LAB,DC=local"
"OGCWVIR1000001$","OGCWVIR1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4258","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:35 PM","4096","8/27/2020 7:33:35 PM","8/27/2020 7:33:35 PM","CN=OGCWVIR1000001,OU=AZR,OU=Stage,DC=LAB,DC=local"
"BDEWVIR1000000$","BDEWVIR1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4156","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:46 PM","4096","8/27/2020 7:31:46 PM","8/27/2020 7:31:46 PM","CN=BDEWVIR1000000,OU=ServiceAccounts,OU=AZR,OU=Tier 1,DC=LAB,DC=local"
"ESMWVIR1000000$","ESMWVIR1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4206","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:38 PM","4096","8/27/2020 7:32:38 PM","8/27/2020 7:32:38 PM","CN=ESMWVIR1000000,OU=ServiceAccounts,OU=FIN,OU=Tier 1,DC=LAB,DC=local"
"FSRWSECS1000001$","FSRWSECS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4255","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:31 PM","4096","8/27/2020 7:33:31 PM","8/27/2020 7:33:31 PM","CN=FSRWSECS1000001,OU=Quarantine,DC=LAB,DC=local"
"FSRWDBAS1000000$","FSRWDBAS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4222","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:57 PM","4096","8/27/2020 7:32:57 PM","8/27/2020 7:32:57 PM","CN=FSRWDBAS1000000,OU=Devices,OU=GOO,OU=Tier 1,DC=LAB,DC=local"
"FINWAPPS1000001$","FINWAPPS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4165","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:55 PM","4096","8/27/2020 7:31:55 PM","8/27/2020 7:31:55 PM","CN=FINWAPPS1000001,OU=ServiceAccounts,OU=AZR,OU=Stage,DC=LAB,DC=local"
"GOOWLPT1000001$","GOOWLPT1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4259","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:35 PM","4096","8/27/2020 7:33:35 PM","8/27/2020 7:33:36 PM","CN=GOOWLPT1000001,OU=Stage,DC=LAB,DC=local"
"GOOWWEBS1000001$","GOOWWEBS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4240","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:16 PM","4096","8/27/2020 7:33:16 PM","8/27/2020 7:33:16 PM","CN=GOOWWEBS1000001,OU=Groups,OU=AWS,OU=Tier 2,DC=LAB,DC=local"
"FINWAPPS1000002$","FINWAPPS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4223","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:58 PM","4096","8/27/2020 7:32:58 PM","8/27/2020 7:32:58 PM","CN=FINWAPPS1000002,OU=T1-Permissions,OU=Tier 1,OU=Admin,DC=LAB,DC=local"
"AWSWAPPS1000000$","AWSWAPPS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4157","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:47 PM","4096","8/27/2020 7:31:47 PM","8/27/2020 7:31:47 PM","CN=AWSWAPPS1000000,OU=TST,OU=Stage,DC=LAB,DC=local"
"TSTWWEBS1000002$","TSTWWEBS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4260","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:36 PM","4096","8/27/2020 7:33:36 PM","8/27/2020 7:33:36 PM","CN=TSTWWEBS1000002,OU=BDE,OU=Tier 1,DC=LAB,DC=local"
"GOOWLPT1000000$","GOOWLPT1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4224","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:00 PM","4096","8/27/2020 7:33:00 PM","8/27/2020 7:33:00 PM","CN=GOOWLPT1000000,OU=Test,OU=HRE,OU=Tier 1,DC=LAB,DC=local"
"AWSWWKS1000002$","AWSWWKS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4241","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:17 PM","4096","8/27/2020 7:33:17 PM","8/27/2020 7:33:17 PM","CN=AWSWWKS1000002,OU=SEC,OU=Tier 2,DC=LAB,DC=local"
"OGCWWKS1000000$","OGCWWKS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4207","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:39 PM","4096","8/27/2020 7:32:39 PM","8/27/2020 7:32:39 PM","CN=OGCWWKS1000000,OU=ITS,OU=Stage,DC=LAB,DC=local"
"AWSWLPT1000000$","AWSWLPT1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4166","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:56 PM","4096","8/27/2020 7:31:56 PM","8/27/2020 7:31:56 PM","CN=AWSWLPT1000000,OU=T1-Accounts,OU=Tier 1,OU=Admin,DC=LAB,DC=local"
"AZRWSECS1000001$","AZRWSECS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4261","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:37 PM","4096","8/27/2020 7:33:37 PM","8/27/2020 7:33:38 PM","CN=AZRWSECS1000001,OU=Test,OU=BDE,OU=Tier 1,DC=LAB,DC=local"
"ESMWWKS1000000$","ESMWWKS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4225","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:00 PM","4096","8/27/2020 7:33:00 PM","8/27/2020 7:33:01 PM","CN=ESMWWKS1000000,OU=Test,OU=FIN,OU=Stage,DC=LAB,DC=local"
"FINWDBAS1000001$","FINWDBAS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4194","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:26 PM","4096","8/27/2020 7:32:26 PM","8/27/2020 7:32:26 PM","CN=FINWDBAS1000001,OU=T1-Permissions,OU=Tier 1,OU=Admin,DC=LAB,DC=local"
"HREWLPT1000000$","HREWLPT1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4167","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:58 PM","4096","8/27/2020 7:31:58 PM","8/27/2020 7:31:58 PM","CN=HREWLPT1000000,OU=Test,OU=GOO,OU=Tier 2,DC=LAB,DC=local"
"ESMWAPPS1000000$","ESMWAPPS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4226","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:01 PM","4096","8/27/2020 7:33:01 PM","8/27/2020 7:33:01 PM","CN=ESMWAPPS1000000,OU=T0-Permissions,OU=Tier 0,OU=Admin,DC=LAB,DC=local"
"AZRWWKS1000001$","AZRWWKS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4262","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:38 PM","4096","8/27/2020 7:33:38 PM","8/27/2020 7:33:38 PM","CN=AZRWWKS1000001,OU=ServiceAccounts,OU=GOO,OU=Tier 2,DC=LAB,DC=local"
"AWSWDBAS1000000$","AWSWDBAS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4168","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:58 PM","4096","8/27/2020 7:31:58 PM","8/27/2020 7:31:58 PM","CN=AWSWDBAS1000000,OU=Staging,OU=Admin,DC=LAB,DC=local"
"SECWLPT1000002$","SECWLPT1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4195","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:27 PM","4096","8/27/2020 7:32:27 PM","8/27/2020 7:32:27 PM","CN=SECWLPT1000002,OU=Groups,OU=ITS,OU=Tier 1,DC=LAB,DC=local"
"ITSWWKS1000001$","ITSWWKS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4227","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:02 PM","4096","8/27/2020 7:33:02 PM","8/27/2020 7:33:02 PM","CN=ITSWWKS1000001,OU=Devices,OU=OGC,OU=Stage,DC=LAB,DC=local"
"BDEWSECS1000000$","BDEWSECS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4208","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:40 PM","4096","8/27/2020 7:32:40 PM","8/27/2020 7:32:40 PM","CN=BDEWSECS1000000,OU=Test,OU=GOO,OU=Tier 2,DC=LAB,DC=local"
"FSRWLPT1000002$","FSRWLPT1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4169","","Created with secframe.com/badblood.",,,"8/27/2020 7:31:59 PM","4096","8/27/2020 7:31:59 PM","8/27/2020 7:31:59 PM","CN=FSRWLPT1000002,OU=T0-Permissions,OU=Tier 0,OU=Admin,DC=LAB,DC=local"
"ITSWWKS1000002$","ITSWWKS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4263","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:39 PM","4096","8/27/2020 7:33:39 PM","8/27/2020 7:33:39 PM","CN=ITSWWKS1000002,OU=TST,OU=Tier 1,DC=LAB,DC=local"
"ESMWCTRX1000002$","ESMWCTRX1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4196","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:28 PM","4096","8/27/2020 7:32:28 PM","8/27/2020 7:32:28 PM","CN=ESMWCTRX1000002,OU=workstation_test_OU,DC=LAB,DC=local"
"FSRWAPPS1000001$","FSRWAPPS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4170","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:00 PM","4096","8/27/2020 7:32:00 PM","8/27/2020 7:32:00 PM","CN=FSRWAPPS1000001,OU=Groups,OU=ESM,OU=Tier 1,DC=LAB,DC=local"
"OGCWSECS1000001$","OGCWSECS1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4264","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:40 PM","4096","8/27/2020 7:33:40 PM","8/27/2020 7:33:40 PM","CN=OGCWSECS1000001,OU=Devices,OU=GOO,OU=Stage,DC=LAB,DC=local"
"ITSWVIR1000002$","ITSWVIR1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4197","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:28 PM","4096","8/27/2020 7:32:28 PM","8/27/2020 7:32:28 PM","CN=ITSWVIR1000002,OU=TST,OU=Stage,DC=LAB,DC=local"
"AWSWWEBS1000000$","AWSWWEBS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4171","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:02 PM","4096","8/27/2020 7:32:02 PM","8/27/2020 7:32:02 PM","CN=AWSWWEBS1000000,OU=ServiceAccounts,OU=FIN,OU=Stage,DC=LAB,DC=local"
"AWSWLPT1000002$","AWSWLPT1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4209","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:42 PM","4096","8/27/2020 7:32:42 PM","8/27/2020 7:32:42 PM","CN=AWSWLPT1000002,OU=Test,OU=OGC,OU=Tier 1,DC=LAB,DC=local"
"FSRWAPPS1000002$","FSRWAPPS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4265","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:41 PM","4096","8/27/2020 7:33:41 PM","8/27/2020 7:33:41 PM","CN=FSRWAPPS1000002,OU=Test,OU=BDE,OU=Tier 2,DC=LAB,DC=local"
"FSRWVIR1000000$","FSRWVIR1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4198","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:29 PM","4096","8/27/2020 7:32:29 PM","8/27/2020 7:32:29 PM","CN=FSRWVIR1000000,OU=Test,OU=FSR,OU=Stage,DC=LAB,DC=local"
"FINWSECS1000000$","FINWSECS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4266","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:42 PM","4096","8/27/2020 7:33:42 PM","8/27/2020 7:33:42 PM","CN=FINWSECS1000000,OU=GOO,OU=Tier 2,DC=LAB,DC=local"
"BDEWVIR1000001$","BDEWVIR1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4199","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:30 PM","4096","8/27/2020 7:32:30 PM","8/27/2020 7:32:30 PM","CN=BDEWVIR1000001,OU=Test,OU=SEC,OU=Tier 1,DC=LAB,DC=local"
"GOOWWKS1000000$","GOOWWKS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4210","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:43 PM","4096","8/27/2020 7:32:43 PM","8/27/2020 7:32:43 PM","CN=GOOWWKS1000000,OU=Test,OU=SEC,OU=Tier 2,DC=LAB,DC=local"
"SECWAPPS1000000$","SECWAPPS1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4267","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:43 PM","4096","8/27/2020 7:33:43 PM","8/27/2020 7:33:43 PM","CN=SECWAPPS1000000,OU=Devices,OU=GOO,OU=Stage,DC=LAB,DC=local"
"AZRWSECS1000002$","AZRWSECS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4268","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:44 PM","4096","8/27/2020 7:33:44 PM","8/27/2020 7:33:44 PM","CN=AZRWSECS1000002,OU=HRE,OU=People,DC=LAB,DC=local"
"ITSWCTRX1000000$","ITSWCTRX1000000",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4269","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:46 PM","4096","8/27/2020 7:33:46 PM","8/27/2020 7:33:46 PM","CN=ITSWCTRX1000000,OU=Test,OU=ESM,OU=Tier 1,DC=LAB,DC=local"
"HREWVIR1000001$","HREWVIR1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4211","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:44 PM","4096","8/27/2020 7:32:44 PM","8/27/2020 7:32:44 PM","CN=HREWVIR1000001,OU=BDE,OU=People,DC=LAB,DC=local"
"TSTWWKS1000002$","TSTWWKS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4270","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:47 PM","4096","8/27/2020 7:33:47 PM","8/27/2020 7:33:47 PM","CN=TSTWWKS1000002,OU=T2-Accounts,OU=Tier 2,OU=Admin,DC=LAB,DC=local"
"SECWVIR1000001$","SECWVIR1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4212","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:45 PM","4096","8/27/2020 7:32:45 PM","8/27/2020 7:32:45 PM","CN=SECWVIR1000001,OU=Test,OU=AZR,OU=Stage,DC=LAB,DC=local"
"ESMWVIR1000001$","ESMWVIR1000001",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4271","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:48 PM","4096","8/27/2020 7:33:48 PM","8/27/2020 7:33:48 PM","CN=ESMWVIR1000001,OU=OGC,OU=Stage,DC=LAB,DC=local"
"SECWVIR1000002$","SECWVIR1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4213","","Created with secframe.com/badblood.",,,"8/27/2020 7:32:47 PM","4096","8/27/2020 7:32:47 PM","8/27/2020 7:32:47 PM","CN=SECWVIR1000002,OU=Test,OU=OGC,OU=Tier 2,DC=LAB,DC=local"
"FSRWSECS1000002$","FSRWSECS1000002",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4272","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:49 PM","4096","8/27/2020 7:33:49 PM","8/27/2020 7:33:49 PM","CN=FSRWSECS1000002,OU=Devices,OU=AZR,OU=Tier 1,DC=LAB,DC=local"
"FINWDBAS1000003$","FINWDBAS1000003",,"True",,"-",,"5","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4273","","Created with secframe.com/badblood.",,,"8/27/2020 7:33:50 PM","4096","8/27/2020 7:33:50 PM","8/27/2020 7:33:50 PM","CN=FINWDBAS1000003,OU=Groups,OU=BDE,OU=Tier 1,DC=LAB,DC=local"
"IEWIN7$","IEWIN7","IEWIN7.LAB.local","True",,"Windows 7 Enterprise Service Pack 1 6.1 (7601)","0","0","False","False",,,,"515","S-1-5-21-3291825774-2351178969-2332353497-4277","","",,"9/2/2020 1:22:15 AM","9/2/2020 1:22:15 AM","4096","9/2/2020 1:22:15 AM","9/2/2020 1:22:43 AM","CN=IEWIN7,CN=Computers,DC=LAB,DC=local"
